127.0.0.1 - - [04/Feb/2021:11:15:57 +0530] "GET / HTTP/1.1" 404 1074
127.0.0.1 - - [04/Feb/2021:11:20:47 +0530] "GET /smartDoc/webapi/myresource/sendMail/vineeshanamana321@gmail.com/SMARTDOC:%20Regarding%20Cancellation%20Of%20Appointment/Hello,%20Your%20Appointment%20booked%20on%201613586600000%20at%20Afternoon%20with%20Dr.nikitha%20-%20Cardiologist%20was%20cancelled%20since%20the%20doctor%20is%20busy%20with%20their%20appointments.%20Please%20book%20your%20appointment%20again.%20Sorry%20for%20the%20inconvinence HTTP/1.1" 200 10
127.0.0.1 - - [04/Feb/2021:11:21:04 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 425
127.0.0.1 - - [04/Feb/2021:11:21:05 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:21:05 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:21:05 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:21:15 +0530] "PUT /smartDoc/webapi/myresource/updateAppointment HTTP/1.1" 204 -
127.0.0.1 - - [04/Feb/2021:11:21:16 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:21:16 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:21:16 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:21:16 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:24:19 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:24:19 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:24:19 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:24:19 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:24:37 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:24:37 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:24:38 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:24:38 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:25:11 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:25:11 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:25:12 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:25:12 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:25:35 +0530] "GET /smartDoc/webapi/myresource/getPatientByUserName/panjatulasi@gmail.com HTTP/1.1" 500 4624
127.0.0.1 - - [04/Feb/2021:11:25:44 +0530] "GET /bootstrap.css.map HTTP/1.1" 404 1091
127.0.0.1 - - [04/Feb/2021:11:25:44 +0530] "GET /style.css.map HTTP/1.1" 404 1087
127.0.0.1 - - [04/Feb/2021:11:26:39 +0530] "GET /smartDoc/webapi/myresource/getPatientByUserName/panjatulasi@gmail.com HTTP/1.1" 500 4624
127.0.0.1 - - [04/Feb/2021:11:26:43 +0530] "GET /bootstrap.css.map HTTP/1.1" 404 1091
127.0.0.1 - - [04/Feb/2021:11:26:43 +0530] "GET /style.css.map HTTP/1.1" 404 1087
127.0.0.1 - - [04/Feb/2021:11:30:27 +0530] "GET /smartDoc/webapi/myresource/getPatientByUserName/vineeshanamana321@gmail.com HTTP/1.1" 200 213
127.0.0.1 - - [04/Feb/2021:11:30:28 +0530] "GET /smartDoc/webapi/myresource/getAllDepartments/ HTTP/1.1" 200 916
127.0.0.1 - - [04/Feb/2021:11:30:55 +0530] "POST /smartDoc/webapi/myresource/registerAppointment HTTP/1.1" 200 1
127.0.0.1 - - [04/Feb/2021:11:30:59 +0530] "GET /smartDoc/webapi/myresource/getAllDepartments/ HTTP/1.1" 200 916
127.0.0.1 - - [04/Feb/2021:11:31:15 +0530] "POST /smartDoc/webapi/myresource/registerAppointment HTTP/1.1" 200 1
127.0.0.1 - - [04/Feb/2021:11:31:19 +0530] "GET /smartDoc/webapi/myresource/getAllDepartments/ HTTP/1.1" 200 916
127.0.0.1 - - [04/Feb/2021:11:31:40 +0530] "GET /smartDoc/webapi/myresource/getDoctorByUserPass/nikitha@123/123 HTTP/1.1" 200 196
127.0.0.1 - - [04/Feb/2021:11:31:40 +0530] "GET /smartDoc/webapi/myresource/getAllAppointments/Cardiologist HTTP/1.1" 200 1640
127.0.0.1 - - [04/Feb/2021:11:31:40 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:31:40 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:31:41 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:31:41 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:31:41 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:31:42 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:31:42 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:31:42 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:31:43 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:31:43 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:31:43 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:31:44 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:31:49 +0530] "PUT /smartDoc/webapi/myresource/updateAppointment HTTP/1.1" 204 -
127.0.0.1 - - [04/Feb/2021:11:31:51 +0530] "GET /smartDoc/webapi/myresource/getAllAppointments/Cardiologist HTTP/1.1" 200 1419
127.0.0.1 - - [04/Feb/2021:11:31:51 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:31:51 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:31:51 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:31:55 +0530] "GET /smartDoc/webapi/myresource/sendMail/vineeshanamana321@gmail.com/SMARTDOC:%20Regarding%20Approval%20Of%20Appointment/Hello,Your%20Appointment%20booked%20on%201614364200000%20at%20Evening%20with%20Dr.nikitha%20-%20Cardiologist%20was%20approved.%20Thank%20you%20for%20choosing%20our%20Hospital HTTP/1.1" 200 10
127.0.0.1 - - [04/Feb/2021:11:31:56 +0530] "DELETE /smartDoc/webapi/myresource/deleteAppointment/20 HTTP/1.1" 204 -
127.0.0.1 - - [04/Feb/2021:11:32:00 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 423
127.0.0.1 - - [04/Feb/2021:11:32:01 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:32:01 +0530] "GET /smartDoc/webapi/myresource/sendMail/vineeshanamana321@gmail.com/SMARTDOC:%20Regarding%20Cancellation%20Of%20Appointment/Hello,%20Your%20Appointment%20booked%20on%201614105000000%20at%20Afternoon%20with%20Dr.nikitha%20-%20Cardiologist%20was%20cancelled%20since%20the%20doctor%20is%20busy%20with%20their%20appointments.%20Please%20book%20your%20appointment%20again.%20Sorry%20for%20the%20inconvinence HTTP/1.1" 200 10
127.0.0.1 - - [04/Feb/2021:11:32:01 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:32:01 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:32:11 +0530] "PUT /smartDoc/webapi/myresource/updateAppointment HTTP/1.1" 204 -
127.0.0.1 - - [04/Feb/2021:11:32:13 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:32:13 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:32:13 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:32:13 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:33:59 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:33:59 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:33:59 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:33:59 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:34:16 +0530] "GET /smartDoc/webapi/myresource/getPatientByUserName/vineeshanamana321@gmail.com HTTP/1.1" 200 213
127.0.0.1 - - [04/Feb/2021:11:34:16 +0530] "GET /smartDoc/webapi/myresource/getAllDepartments/ HTTP/1.1" 200 916
127.0.0.1 - - [04/Feb/2021:11:34:36 +0530] "POST /smartDoc/webapi/myresource/registerAppointment HTTP/1.1" 200 1
127.0.0.1 - - [04/Feb/2021:11:34:41 +0530] "GET /smartDoc/webapi/myresource/getAllDepartments/ HTTP/1.1" 200 916
127.0.0.1 - - [04/Feb/2021:11:34:56 +0530] "POST /smartDoc/webapi/myresource/registerAppointment HTTP/1.1" 200 1
127.0.0.1 - - [04/Feb/2021:11:34:59 +0530] "GET /smartDoc/webapi/myresource/getAllDepartments/ HTTP/1.1" 200 916
127.0.0.1 - - [04/Feb/2021:11:35:16 +0530] "POST /smartDoc/webapi/myresource/registerAppointment HTTP/1.1" 200 1
127.0.0.1 - - [04/Feb/2021:11:35:20 +0530] "GET /smartDoc/webapi/myresource/getAllDepartments/ HTTP/1.1" 200 916
127.0.0.1 - - [04/Feb/2021:11:36:55 +0530] "GET /smartDoc/webapi/myresource/getDoctorByUserPass/nikitha@123/123 HTTP/1.1" 200 196
127.0.0.1 - - [04/Feb/2021:11:36:55 +0530] "GET /smartDoc/webapi/myresource/getAllAppointments/Cardiologist HTTP/1.1" 200 1864
127.0.0.1 - - [04/Feb/2021:11:36:55 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:36:56 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:36:56 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:36:56 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:36:57 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:36:57 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:36:57 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:36:57 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:36:58 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:36:58 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:36:58 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:36:59 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:37:01 +0530] "PUT /smartDoc/webapi/myresource/updateAppointment HTTP/1.1" 204 -
127.0.0.1 - - [04/Feb/2021:11:37:03 +0530] "GET /smartDoc/webapi/myresource/getAllAppointments/Cardiologist HTTP/1.1" 200 1638
127.0.0.1 - - [04/Feb/2021:11:37:03 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:37:03 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:37:03 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:37:06 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 428
127.0.0.1 - - [04/Feb/2021:11:37:07 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:37:07 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:37:07 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:37:08 +0530] "GET /smartDoc/webapi/myresource/sendMail/vineeshanamana321@gmail.com/SMARTDOC:%20Regarding%20Approval%20Of%20Appointment/Hello,Your%20Appointment%20booked%20on%201613586600000%20at%20Afternoon%20with%20Dr.nikitha%20-%20Cardiologist%20was%20approved.%20Thank%20you%20for%20choosing%20our%20Hospital HTTP/1.1" 200 10
127.0.0.1 - - [04/Feb/2021:11:37:17 +0530] "PUT /smartDoc/webapi/myresource/updateAppointment HTTP/1.1" 204 -
127.0.0.1 - - [04/Feb/2021:11:37:19 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:37:19 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:37:19 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:37:19 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:37:23 +0530] "GET /smartDoc/webapi/myresource/sendMail/vineeshanamana321@gmail.com/SMARTDOC:%20About%20Tablets/Hello,%20Your%20Appointment%20booked%20on%201613586600000%20at%20Afternoon%20with%20Dr.nikitha%20-%20Cardiologist%20Completed%20Successfully.%20Please%20have%20tablets%20as%20mentioned%20below%20dolo650%20Thank%20you%20for%20choosing%20our%20Hospital HTTP/1.1" 200 10
127.0.0.1 - - [04/Feb/2021:11:40:04 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:40:04 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:40:04 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:40:04 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:40:29 +0530] "GET /smartDoc/webapi/myresource/getAllAppointments/Cardiologist HTTP/1.1" 200 1638
127.0.0.1 - - [04/Feb/2021:11:40:30 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:40:30 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:40:30 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:40:34 +0530] "PUT /smartDoc/webapi/myresource/updateAppointment HTTP/1.1" 204 -
127.0.0.1 - - [04/Feb/2021:11:40:36 +0530] "GET /smartDoc/webapi/myresource/getAllAppointments/Cardiologist HTTP/1.1" 200 1417
127.0.0.1 - - [04/Feb/2021:11:40:36 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:40:36 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:40:36 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:40:40 +0530] "GET /smartDoc/webapi/myresource/sendMail/vineeshanamana321@gmail.com/SMARTDOC:%20Regarding%20Approval%20Of%20Appointment/Hello,Your%20Appointment%20booked%20on%201613241000000%20at%20Morning%20with%20Dr.nikitha%20-%20Cardiologist%20was%20approved.%20Thank%20you%20for%20choosing%20our%20Hospital HTTP/1.1" 200 10
127.0.0.1 - - [04/Feb/2021:11:40:41 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 423
127.0.0.1 - - [04/Feb/2021:11:40:41 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:40:41 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:40:42 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:41:02 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 423
127.0.0.1 - - [04/Feb/2021:11:41:02 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:41:02 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:41:02 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:41:07 +0530] "PUT /smartDoc/webapi/myresource/updateAppointment HTTP/1.1" 204 -
127.0.0.1 - - [04/Feb/2021:11:41:09 +0530] "GET /smartDoc/webapi/myresource/getUpcomingAppointments/Cardiologist HTTP/1.1" 200 199
127.0.0.1 - - [04/Feb/2021:11:41:09 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 404 1132
127.0.0.1 - - [04/Feb/2021:11:41:09 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.woff HTTP/1.1" 404 1131
127.0.0.1 - - [04/Feb/2021:11:41:09 +0530] "GET /fonts/bootstrap/glyphicons-halflings-regular.ttf HTTP/1.1" 404 1130
127.0.0.1 - - [04/Feb/2021:11:41:12 +0530] "GET /smartDoc/webapi/myresource/sendMail/vineeshanamana321@gmail.com/SMARTDOC:%20About%20Tablets/Hello,%20Your%20Appointment%20booked%20on%201613241000000%20at%20Morning%20with%20Dr.nikitha%20-%20Cardiologist%20Completed%20Successfully.%20Please%20have%20tablets%20as%20mentioned%20below%20dolo%20Thank%20you%20for%20choosing%20our%20Hospital HTTP/1.1" 200 10
